settlement_id,settlement_name,settlement_type,ward_code,lga_code,longitude,latitude,target_population_under5,ward_name,lga_name,base_radius_m,nn_dist_m,n_track_points,n_visiting_teams,visiting_teams,first_visit_ts,last_visit_ts,any_ambiguous_match,track_visited,security_classification,buffer_overlaps_neighbor,etally_doses_total,etally_target_pop,etally_n_days_reported,etally_teams,etally_reported,n_active_days,ward_ever_active,complete_gps_blackout,coverage_status,dose_coverage_ratio,is_missed,gi_star_z,gi_star_p_sim,fdr_significant,cluster_label
S02519,Kazami-Tsakiya,Settlement,W040,LGA04,8.37978,11.205338,16.0,Gujiri,Ilela,150.0,613.8642067101767,0,0,,,,False,False,Accessible,False,12,16.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.75,0,0.7093283968014948,0.303,False,Not significant
S00536,Oktsiko,Settlement,W007,LGA01,7.399069,11.214757,186.0,Bayoyi,Idi-Oro,150.0,1807.430659696684,6,1,T07,2026-03-11 08:03:00,2026-03-11 11:48:00,False,True,Accessible,False,161,186.0,1.0,T07,True,5,True,False,Visited (track-confirmed),0.8655913978494624,0,-0.2521623476541578,0.308,False,Not significant
S00237,Dashami-Kofar,Village,W003,LGA01,7.427573,10.985128,127.0,Satita,Idi-Oro,150.0,562.802429368728,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.302,False,Not significant
S01409,Olshaba,Village,W019,LGA04,7.70714,10.885409,31.0,Umzaba-Kofar,Ilela,150.0,2378.768217206087,0,0,,,,False,False,Accessible,False,25,31.0,1.0,T19,True,5,True,False,Tally-only (no GPS confirmation),0.8064516129032258,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01043,Fayoba,Village,W014,LGA01,7.466858,11.481488,45.0,Bishama,Idi-Oro,150.0,877.2382755486565,8,1,T14,2026-03-10 16:30:00,2026-03-13 09:53:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,1.6708191412571471,0.099,False,Not significant
S00775,Fabawo,Hamlet,W008,LGA01,7.33066,10.858822,50.0,Umyosa,Idi-Oro,97.27644307907087,243.19110769767718,0,0,,,,False,False,Accessible,False,52,50.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),1.04,0,-0.2521623476541578,0.307,False,Not significant
S01739,Olzawa,Settlement,W026,LGA03,7.757164,11.437726,39.0,Kungomi,Katsuma,150.0,917.1897505980756,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.303,False,Not significant
S01490,Biyoba,Urban block,W020,LGA01,7.579126,11.095708,318.0,Famade,Idi-Oro,150.0,1352.0316764039492,0,0,,,,False,False,Accessible,False,286,318.0,1.0,T20,True,5,True,False,Tally-only (no GPS confirmation),0.89937106918239,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00346,Yedude,Hamlet,W004,LGA02,7.27305,10.61904,17.0,Yesawo,Gwarin,150.0,1600.02195566903,0,0,,,,False,False,Accessible,False,10,17.0,1.0,T04,True,5,True,False,Tally-only (no GPS confirmation),0.5882352941176471,0,1.6708191412571471,0.1,False,Not significant
S01671,Zakode,Hamlet,W025,LGA04,7.788556,11.137155,30.0,Okriba,Ilela,150.0,877.4381887243418,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.303,False,Not significant
S01876,Malaru,Hamlet,W029,LGA04,7.961339,11.097738,28.0,Wangoni,Ilela,50.0,85.40273791319605,28,1,T29,2026-03-10 14:18:00,2026-03-10 14:45:00,False,True,Accessible,True,28,28.0,1.0,T29,True,5,True,False,Visited (track-confirmed),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00019,Fasatu,Hamlet,W001,LGA01,7.027014,11.040046,8.0,Ekngoyi,Idi-Oro,150.0,405.4481649613613,0,0,,,,False,False,Accessible,False,6,8.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.75,0,-0.2521623476541578,0.307,False,Not significant
S01799,Bajile,Urban block,W028,LGA04,7.886872,10.856334,158.0,Wangoja,Ilela,150.0,725.0003147572736,0,0,,,,False,False,Accessible,False,166,158.0,1.0,T28,True,5,True,False,Tally-only (no GPS confirmation),1.0506329113924051,0,-0.2521623476541578,0.307,False,Not significant
S00049,Kadudu,Village,W001,LGA01,7.051484,11.104887,184.0,Ekngoyi,Idi-Oro,150.0,1009.7895928614103,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.307,False,Not significant
S02266,Agdewa,Hamlet,W035,LGA04,8.28085,11.084057,29.0,Dazata,Ilela,150.0,3401.964595138017,0,0,,,,False,False,Accessible,False,21,29.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),0.7241379310344828,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00157,Jimashi,Settlement,W002,LGA01,7.090921,10.778799,145.0,Ekduru,Idi-Oro,92.65628602934174,231.64071507335436,0,0,,,,False,False,Accessible,False,84,145.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.5793103448275863,0,-0.2521623476541578,0.306,False,Not significant
S01063,Banafa,Hamlet,W014,LGA01,7.372554,11.472655,14.0,Bishama,Idi-Oro,130.3424986215949,325.8562465539872,20,1,T14,2026-03-10 12:52:00,2026-03-10 13:11:00,False,True,Accessible,False,12,14.0,1.0,T14,True,5,True,False,Visited (track-confirmed),0.8571428571428571,0,-0.2521623476541578,0.306,False,Not significant
S00262,Kudewa-Kofar,Hamlet,W003,LGA01,7.250187,11.117289,48.0,Satita,Idi-Oro,150.0,1106.2729265567748,5,1,T03,2026-03-13 08:05:00,2026-03-13 08:09:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,-0.2521623476541578,0.306,False,Not significant
S01807,Talayi,Settlement,W028,LGA04,7.999655,10.761653,72.0,Wangoja,Ilela,150.0,893.3349806124293,0,0,,,,False,False,Accessible,False,66,72.0,1.0,T28,True,5,True,False,Tally-only (no GPS confirmation),0.9166666666666666,0,1.6708191412571471,0.099,False,Not significant
S01534,Irngode,Hamlet,W021,LGA02,7.916135,10.5138,40.0,Yezata,Gwarin,150.0,2396.1729153766105,0,0,,,,False,False,Accessible,False,31,40.0,1.0,T21,True,5,True,False,Tally-only (no GPS confirmation),0.775,0,1.6708191412571471,0.099,False,Not significant
S01649,Faduta,Village,W024,LGA04,7.839741,10.70031,146.0,Kuraba-Kofar,Ilela,150.0,781.6419129536729,18,1,T24,2026-03-12 11:17:00,2026-03-12 11:34:00,False,True,Accessible,False,133,146.0,1.0,T24,True,5,True,False,Visited (track-confirmed),0.910958904109589,0,-0.2521623476541578,0.306,False,Not significant
S01746,Suriwo,Hamlet,W026,LGA03,7.738605,11.42904,53.0,Kungomi,Katsuma,150.0,1286.0977690923742,2,1,T26,2026-03-12 12:50:00,2026-03-12 12:51:00,False,True,Accessible,False,37,53.0,1.0,T26,True,5,True,False,Visited (track-confirmed),0.6981132075471698,0,0.7093283968014948,0.305,False,Not significant
S02332,Kuyowo-Yamma,Village,W037,LGA03,8.240808,11.46599,20.0,Longoma,Katsuma,149.70143999740745,374.2535999935186,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.305,False,Not significant
S00794,Mayoru,Settlement,W009,LGA02,7.491873,11.005198,63.0,Washatu,Gwarin,150.0,484.86951604313236,35,2,"T03,T09",2026-03-12 14:19:00,2026-03-12 18:30:00,False,True,Accessible,False,63,63.0,1.0,T09,True,5,True,False,Visited (track-confirmed),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01763,Tangodu,Village,W027,LGA03,7.898295,11.450616,72.0,Daberi,Katsuma,150.0,1447.0108063897715,113,1,T27,2026-03-11 11:36:00,2026-03-11 13:28:00,False,True,Accessible,False,70,72.0,1.0,T27,True,5,True,False,Visited (track-confirmed),0.9722222222222222,0,-0.2521623476541578,0.306,False,Not significant
S00077,Dajisa,Village,W001,LGA01,7.043993,11.093838,117.0,Ekngoyi,Idi-Oro,142.23080022272015,355.57700055680033,0,0,,,,False,False,Accessible,False,114,117.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.9743589743589743,0,0.7093283968014948,0.306,False,Not significant
S00399,Matiyi,Settlement,W005,LGA02,7.301942,10.773115,18.0,Jijile,Gwarin,150.0,977.76794497963,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.309,False,Not significant
S01506,Enjisa,Village,W020,LGA01,7.733383,11.174759,66.0,Famade,Idi-Oro,150.0,1200.7637215963762,8,1,T20,2026-03-09 17:22:00,2026-03-10 08:57:00,False,True,Accessible,False,69,66.0,1.0,T20,True,5,True,False,Visited (track-confirmed),1.0454545454545454,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02082,Enbana,Village,W032,LGA04,8.080087,10.906488,29.0,Bisani-Gabas,Ilela,150.0,681.353544132933,8,1,T32,2026-03-11 15:42:00,2026-03-12 10:52:00,False,True,Accessible,False,22,29.0,1.0,T32,True,5,True,False,Visited (track-confirmed),0.7586206896551724,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01359,Nuyotu-Gabas,Hamlet,W018,LGA02,7.687864,10.614873,21.0,Adwana,Gwarin,150.0,3800.90411335764,0,0,,,,False,False,Accessible,False,16,21.0,1.0,T18,True,5,True,False,Tally-only (no GPS confirmation),0.7619047619047619,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00801,Tadetu-Gabas,Settlement,W009,LGA02,7.490845,11.010228,52.0,Washatu,Gwarin,50.0,82.88434314093729,22,1,T09,2026-03-10 17:00:00,2026-03-10 18:30:00,False,True,Accessible,True,54,52.0,1.0,T09,True,5,True,False,Visited (track-confirmed),1.0384615384615385,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01262,Tangoshi,Village,W016,LGA02,7.632634,10.500824,96.0,Uzritu,Gwarin,50.0,90.54233373033958,32,1,T16,2026-03-09 10:52:00,2026-03-11 13:29:00,False,True,Accessible,True,71,96.0,1.0,T16,True,5,True,False,Visited (track-confirmed),0.7395833333333334,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02129,Nuluwo,Hamlet,W033,LGA03,7.993598,11.148135,3.0,Tasayi,Katsuma,150.0,439.99056573025473,0,0,,,,False,False,Accessible,False,2,3.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.6666666666666666,0,-0.2521623476541578,0.309,False,Not significant
S01430,Taberu,Hamlet,W020,LGA01,7.582323,11.06927,9.0,Famade,Idi-Oro,150.0,620.8216318852718,21,1,T20,2026-03-12 14:45:00,2026-03-12 15:05:00,False,True,Accessible,False,9,9.0,1.0,T20,True,5,True,False,Visited (track-confirmed),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02259,Batiko-Kofar,Village,W035,LGA04,8.217483,11.080943,60.0,Dazata,Ilela,150.0,1288.8528972276645,0,0,,,,False,False,Accessible,False,34,60.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),0.5666666666666667,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01306,Hatsima-Tudun,Hamlet,W017,LGA03,7.636696,11.525499,31.0,Bazasa,Katsuma,150.0,3844.4756457056415,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.306,False,Not significant
S01532,Watiyi,Village,W021,LGA02,7.858155,10.494237,158.0,Yezata,Gwarin,70.58862398238314,176.47155995595784,32,1,T21,2026-03-11 15:30:00,2026-03-11 16:01:00,False,True,Accessible,False,167,158.0,1.0,T21,True,5,True,False,Visited (track-confirmed),1.0569620253164558,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02214,Uzyotu,Village,W034,LGA03,8.132966,11.179723,46.0,Dodeta,Katsuma,150.0,648.9269388777806,5,1,T02,2026-03-12 10:52:00,2026-03-12 10:56:00,False,True,Accessible,False,25,46.0,1.0,T02,True,5,True,False,Visited (track-confirmed),0.5434782608695652,0,1.6708191412571471,0.103,False,Not significant
S01504,Nurima-Yamma,Hamlet,W020,LGA01,7.706949,11.156812,48.0,Famade,Idi-Oro,101.03726461117232,252.5931615279308,35,1,T20,2026-03-11 10:36:00,2026-03-11 11:10:00,False,True,Accessible,False,44,48.0,1.0,T20,True,5,True,False,Visited (track-confirmed),0.9166666666666666,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00691,Kuwashi,Hamlet,W008,LGA01,7.296419,10.952955,31.0,Umyosa,Idi-Oro,150.0,894.6910342811509,0,0,,,,False,False,Accessible,False,25,31.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.8064516129032258,0,-0.2521623476541578,0.307,False,Not significant
S02521,Tamama,Settlement,W040,LGA04,8.385744,11.21229,47.0,Gujiri,Ilela,150.0,532.9200653505817,0,0,,,,False,False,Accessible,False,29,47.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.6170212765957447,0,-0.2521623476541578,0.307,False,Not significant
S01754,Jikoshi,Settlement,W026,LGA03,7.736291,11.535166,30.0,Kungomi,Katsuma,150.0,381.1419224743714,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S02115,Haberi-Yamma,Urban block,W033,LGA03,8.036784,11.172728,261.0,Tasayi,Katsuma,150.0,1560.95566426246,0,0,,,,False,False,Accessible,False,242,261.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.9272030651340997,0,2.6323098857128,0.028,False,Not significant
S01266,Ribata,Hamlet,W016,LGA02,7.670063,10.489446,46.0,Uzritu,Gwarin,150.0,680.2695654561894,18,1,T16,2026-03-11 08:41:00,2026-03-11 08:58:00,False,True,Accessible,False,30,46.0,1.0,T16,True,5,True,False,Visited (track-confirmed),0.6521739130434783,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02270,Nushade,Village,W035,LGA04,8.262213,10.999055,66.0,Dazata,Ilela,150.0,550.498539948138,0,0,,,,False,False,Accessible,False,66,66.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00569,Doludu,Village,W007,LGA01,7.428061,11.265971,111.0,Bayoyi,Idi-Oro,150.0,1497.1023956462825,0,0,,,,False,False,Accessible,False,77,111.0,1.0,T07,True,5,True,False,Tally-only (no GPS confirmation),0.6936936936936937,0,1.6708191412571471,0.101,False,Not significant
S02180,Sadeko-Gabas,Hamlet,W034,LGA03,8.259411,11.211803,21.0,Dodeta,Katsuma,150.0,804.3578574539472,0,0,,,,False,False,Accessible,False,14,21.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.6666666666666666,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00435,Okrasa,Village,W006,LGA01,7.211817,11.366119,166.0,Okradu,Idi-Oro,150.0,972.1402703117757,0,0,,,,False,False,Accessible,False,117,166.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.7048192771084337,0,0.7093283968014948,0.31,False,Not significant
S01042,Nungoko-Tudun,Village,W014,LGA01,7.450077,11.462323,78.0,Bishama,Idi-Oro,117.24023220544487,293.10058051361216,3,1,T14,2026-03-10 15:19:00,2026-03-10 15:21:00,False,True,Accessible,False,73,78.0,1.0,T14,True,5,True,False,Visited (track-confirmed),0.9358974358974359,0,0.7093283968014948,0.31,False,Not significant
S00846,Okshata,Hamlet,W010,LGA02,7.413858,10.805366,15.0,Fazafa,Gwarin,150.0,1409.2979279941198,0,0,,,,False,False,Accessible,False,15,15.0,1.0,T10,True,5,True,False,Tally-only (no GPS confirmation),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S02383,Agduyi,Village,W038,LGA03,8.32117,11.430327,98.0,Sashasa,Katsuma,150.0,758.1248006974305,0,0,,,,False,False,Accessible,False,95,98.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.9693877551020408,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00183,Wayoru-Sabo,Village,W002,LGA01,7.222078,10.774631,221.0,Ekduru,Idi-Oro,150.0,409.28503254758647,5,1,T02,2026-03-11 15:47:00,2026-03-11 15:51:00,False,True,Accessible,False,126,221.0,1.0,T02,True,5,True,False,Visited (track-confirmed),0.5701357466063348,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01062,Dabemi,Village,W014,LGA01,7.502594,11.518911,97.0,Bishama,Idi-Oro,149.87334518862372,374.6833629715593,4,1,T14,2026-03-10 09:35:00,2026-03-10 09:38:00,False,True,Accessible,False,73,97.0,1.0,T14,True,5,True,False,Visited (track-confirmed),0.7525773195876289,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00546,Enzako,Settlement,W007,LGA01,7.374452,11.22254,60.0,Bayoyi,Idi-Oro,89.861208592136,224.65302148033996,33,1,T07,2026-03-11 12:19:00,2026-03-11 12:51:00,False,True,Accessible,False,36,60.0,1.0,T07,True,5,True,False,Visited (track-confirmed),0.6,0,-0.2521623476541578,0.306,False,Not significant
S01636,Tazasa,Village,W024,LGA04,7.777467,10.774299,71.0,Kuraba-Kofar,Ilela,150.0,387.5904165917087,31,1,T24,2026-03-11 11:51:00,2026-03-12 17:34:00,False,True,Accessible,False,51,71.0,1.0,T24,True,5,True,False,Visited (track-confirmed),0.7183098591549296,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01730,Adzaba,Village,W026,LGA03,7.741279,11.527543,75.0,Kungomi,Katsuma,150.0,623.4609518949719,25,1,T26,2026-03-13 14:18:00,2026-03-13 14:42:00,False,True,Accessible,False,79,75.0,1.0,T26,True,5,True,False,Visited (track-confirmed),1.0533333333333332,0,-0.2521623476541578,0.306,False,Not significant
S01598,Mazani-Gabas,Urban block,W023,LGA03,7.919383,11.213561,175.0,Suwade,Katsuma,150.0,1052.7599492519528,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00713,Dojimi,Hamlet,W008,LGA01,7.220007,10.935882,20.0,Umyosa,Idi-Oro,150.0,616.385524961029,0,0,,,,False,False,Accessible,False,12,20.0,1.0,T08,True,5,True,False,Tally-only (no GPS confirmation),0.6,0,-0.2521623476541578,0.305,False,Not significant
S01364,Bitija,Hamlet,W018,LGA02,7.597233,10.633195,24.0,Adwana,Gwarin,150.0,930.9707518780843,7,1,T18,2026-03-10 08:52:00,2026-03-10 10:57:00,False,True,Accessible,False,16,24.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.6666666666666666,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01460,Adngoba,Village,W020,LGA01,7.75221,11.166326,47.0,Famade,Idi-Oro,150.0,393.61625610832994,0,0,,,,False,False,Accessible,False,32,47.0,1.0,T20,True,5,True,False,Tally-only (no GPS confirmation),0.6808510638297872,0,-0.2521623476541578,0.305,False,Not significant
S00138,Lorade-Sabo,Urban block,W002,LGA01,7.105552,10.716086,410.0,Ekduru,Idi-Oro,150.0,605.9747283127886,0,0,,,,False,False,Accessible,False,265,410.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),0.6463414634146342,0,0.7093283968014948,0.309,False,Not significant
S00946,Ibmawa,Village,W012,LGA02,7.33522,10.533201,167.0,Darari,Gwarin,150.0,626.4297013120419,124,1,T12,2026-03-10 15:14:00,2026-03-10 17:23:00,False,True,Accessible,False,119,167.0,1.0,T12,True,5,True,False,Visited (track-confirmed),0.7125748502994012,0,-0.2521623476541578,0.305,False,Not significant
S01870,Uzduta,Village,W029,LGA04,7.982679,11.084549,60.0,Wangoni,Ilela,150.0,452.95705841014166,1,1,T29,2026-03-12 13:07:00,2026-03-12 13:07:00,False,True,Accessible,False,60,60.0,1.0,T29,True,5,True,False,Visited (track-confirmed),1.0,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01453,Bingoyi,Urban block,W020,LGA01,7.645337,11.059431,248.0,Famade,Idi-Oro,150.0,2040.1739664033735,0,0,,,,False,False,Accessible,False,165,248.0,1.0,T20,True,5,True,False,Tally-only (no GPS confirmation),0.6653225806451613,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00451,Subafa-Sabo,Village,W006,LGA01,7.231822,11.233288,65.0,Okradu,Idi-Oro,150.0,809.7958556607565,0,0,,,,False,False,Accessible,False,56,65.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.8615384615384616,0,-0.2521623476541578,0.305,False,Not significant
S00076,Tarani,Urban block,W001,LGA01,7.040814,10.965418,423.0,Ekngoyi,Idi-Oro,150.0,1061.2065999082965,0,0,,,,False,False,Accessible,False,270,423.0,1.0,T01,True,5,True,False,Tally-only (no GPS confirmation),0.6382978723404256,0,0.7093283968014948,0.309,False,Not significant
S02240,Kalani,Village,W035,LGA04,8.231297,11.066301,30.0,Dazata,Ilela,150.0,1345.5765221639776,0,0,,,,False,False,Accessible,False,32,30.0,1.0,T03,True,5,True,True,Tally-only (no GPS confirmation),1.0666666666666667,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01362,Irkowo,Village,W018,LGA02,7.625597,10.627547,54.0,Adwana,Gwarin,62.216739547786496,155.54184886946624,19,1,T18,2026-03-09 07:21:00,2026-03-09 07:39:00,False,True,Accessible,False,31,54.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.5740740740740741,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00537,Bikofa-Arewa,Hamlet,W007,LGA01,7.331118,11.162352,17.0,Bayoyi,Idi-Oro,150.0,1140.3505234733493,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,0.7093283968014948,0.307,False,Not significant
S02194,Yekoma,Village,W034,LGA03,8.103112,11.281907,98.0,Dodeta,Katsuma,150.0,1083.4823783434688,0,0,,,,False,False,Accessible,False,100,98.0,1.0,T02,True,5,True,False,Tally-only (no GPS confirmation),1.0204081632653061,0,0.7093283968014948,0.31,False,Not significant
S00502,Uzwata-Yamma,Urban block,W006,LGA01,7.260874,11.254645,147.0,Okradu,Idi-Oro,150.0,615.4315890216407,0,0,,,,False,False,Accessible,False,115,147.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.782312925170068,0,1.6708191412571471,0.103,False,Not significant
S01024,Enlana,Urban block,W014,LGA01,7.374387,11.488808,560.0,Bishama,Idi-Oro,150.0,1321.5555240113606,0,0,,,,False,False,Accessible,False,310,560.0,1.0,T14,True,5,True,False,Tally-only (no GPS confirmation),0.5535714285714286,0,-0.2521623476541578,0.306,False,Not significant
D01757,Ibsaru,Village,W027,LGA03,7.926575,11.458277,57.0,Daberi,Katsuma,110.14197505828616,275.3549376457154,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.31,False,Not significant
S00998,Damade,Settlement,W014,LGA01,7.393801,11.474904,62.0,Bishama,Idi-Oro,150.0,689.5284741841831,0,0,,,,False,False,Accessible,False,35,62.0,1.0,T14,True,5,True,False,Tally-only (no GPS confirmation),0.5645161290322581,0,-0.2521623476541578,0.308,False,Not significant
S01071,Enrami,Village,W014,LGA01,7.505317,11.488059,42.0,Bishama,Idi-Oro,150.0,749.7382674631755,0,0,,,,False,False,Accessible,False,41,42.0,1.0,T14,True,5,True,False,Tally-only (no GPS confirmation),0.9761904761904762,0,0.7093283968014948,0.312,False,Not significant
S02389,Watide,Settlement,W038,LGA03,8.238541,11.363782,41.0,Sashasa,Katsuma,150.0,3013.8613076104143,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,1.6708191412571471,0.312,False,Not significant
S01220,Fatsiwo-Yamma,Urban block,W015,LGA01,7.540551,11.296309,988.0,Baluru,Idi-Oro,150.0,875.3219602312704,3,1,T15,2026-03-09 10:30:00,2026-03-09 10:32:00,False,True,Accessible,False,0,,,,False,5,True,False,Visited (track-confirmed),0.0,0,0.7093283968014948,0.314,False,Not significant
S02047,Nurashi,Village,W031,LGA03,7.963053,11.303488,36.0,Satide,Katsuma,150.0,3173.17453332996,35,1,T31,2026-03-11 16:26:00,2026-03-11 17:00:00,False,True,Accessible,False,120,36.0,1.0,T31,True,5,True,False,Visited (track-confirmed),3.3333333333333335,0,-0.2521623476541578,0.307,False,Not significant
S00436,Ibduko,Urban block,W006,LGA01,7.217134,11.23879,385.0,Okradu,Idi-Oro,150.0,1715.623950904989,0,0,,,,False,False,Accessible,False,271,385.0,1.0,T06,True,5,True,False,Tally-only (no GPS confirmation),0.7038961038961039,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00487,Jirita,Hamlet,W006,LGA01,7.232311,11.160556,62.0,Okradu,Idi-Oro,150.0,1564.468702256686,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00824,Loduma-Tudun,Village,W009,LGA02,7.507549,11.009563,104.0,Washatu,Gwarin,150.0,672.3480660807124,138,1,T09,2026-03-10 16:02:00,2026-03-13 13:27:00,False,True,Accessible,False,72,104.0,1.0,T09,True,5,True,False,Visited (track-confirmed),0.6923076923076923,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S00898,Saduri-Gabas,Settlement,W011,LGA02,7.585269,10.405774,74.0,Enyoko-Kofar,Gwarin,150.0,1041.3233591034732,131,1,T11,2026-03-13 15:16:00,2026-03-13 17:26:00,False,True,Accessible,False,48,74.0,1.0,T11,True,5,True,False,Visited (track-confirmed),0.6486486486486487,0,-1.2136530921098103,0.001,True,Cold spot (well-covered cluster)
S01361,Agludu,Settlement,W018,LGA02,7.563093,10.640153,36.0,Adwana,Gwarin,103.42746648512014,258.56866621280034,23,1,T18,2026-03-10 11:40:00,2026-03-10 12:02:00,False,True,Accessible,False,29,36.0,1.0,T18,True,5,True,False,Visited (track-confirmed),0.8055555555555556,0,-0.2521623476541578,0.305,False,Not significant
S01238,Agrishi,Village,W016,LGA02,7.558672,10.472885,33.0,Uzritu,Gwarin,150.0,1896.4932188386779,34,1,T16,2026-03-09 15:25:00,2026-03-12 08:46:00,False,True,Accessible,False,31,33.0,1.0,T16,True,5,True,False,Visited (track-confirmed),0.9393939393939394,0,-0.2521623476541578,0.305,False,Not significant
S01415,Nuluwa,Settlement,W019,LGA04,7.578425,11.009966,49.0,Umzaba-Kofar,Ilela,147.04362982879252,367.6090745719813,0,0,,,,False,False,Accessible,False,0,,,,False,5,True,False,Plausible miss,0.0,1,-0.2521623476541578,0.001,True,Cold spot (well-covered cluster)
S00954,Bibedu,Hamlet,W013,LGA02,7.5276,10.671773,36.0,Sashako,Gwarin,150.0,635.1776143502094,0,0,,,,False,False,Accessible,False,21,36.0,1.0,T13,True,5,True,False,Tally-only (no GPS confirmation),0.5833333333333334,0,-0.2521623476541578,0.305,False,Not significant
S01433,Jiwatu,Village,W020,LGA01,7.587064,11.149833,96.0,Famade,Idi-Oro,150.0,1743.0905614171393,37,1,T20,2026-03-09 07:43:00,2026-03-09 08:19:00,False,True,Accessible,False,101,96.0,1.0,T20,True,5,True,False,Visited (track-confirmed),1.0520833333333333,0,0.7093283968014948,0.317,False,Not significant
