campaign_date,team_id,settlement_id,ward_code,lga_name,target_population_under5,doses_administered
2026-03-10,T05,S02319,W037,Katsuma,61,47
2026-03-10,T05,S02353,W037,Katsuma,390,263
2026-03-10,T05,S00401,W005,Gwarin,130,89
2026-03-10,T05,S00404,W005,Gwarin,35,33
2026-03-10,T05,S00402,W005,Gwarin,52,54
2026-03-10,T05,S00379,W005,Gwarin,36,28
2026-03-10,T05,S00388,W005,Gwarin,36,25
2026-03-10,T05,S02356,W037,Katsuma,82,81
2026-03-11,T05,S02351,W037,Katsuma,18,19
2026-03-11,T05,S02333,W037,Katsuma,87,55
2026-03-11,T05,S00389,W005,Gwarin,132,126
2026-03-11,T05,S00376,W005,Gwarin,25,14
2026-03-11,T05,S02360,W037,Katsuma,36,21
2026-03-11,T05,S02315,W037,Katsuma,23,18
2026-03-11,T05,S00375,W005,Gwarin,7,4
2026-03-11,T05,S02329,W037,Katsuma,72,47
2026-03-11,T05,S02357,W037,Katsuma,63,54
2026-03-11,T05,S00384,W005,Gwarin,8,5
2026-03-11,T05,S00391,W005,Gwarin,50,40
2026-03-11,T05,S02337,W037,Katsuma,86,86
2026-03-11,T05,S00370,W005,Gwarin,46,38
2026-03-12,T05,S02326,W037,Katsuma,17,13
2026-03-12,T05,S02359,W037,Katsuma,85,71
2026-03-12,T05,S00383,W005,Gwarin,46,41
2026-03-12,T05,S00403,W005,Gwarin,72,61
2026-03-12,T05,S02324,W037,Katsuma,74,51
2026-03-12,T05,S02320,W037,Katsuma,40,36
2026-03-12,T05,S00371,W005,Gwarin,13,10
2026-03-12,T05,S02343,W037,Katsuma,32,27
2026-03-12,T05,S02328,W037,Katsuma,119,116
2026-03-12,T05,S00395,W005,Gwarin,66,46
2026-03-12,T05,S00398,W005,Gwarin,63,45
2026-03-12,T05,S02316,W037,Katsuma,127,111
2026-03-12,T05,S02344,W037,Katsuma,8,8
2026-03-13,T05,S00393,W005,Gwarin,10,6
2026-03-13,T05,S02354,W037,Katsuma,27,18
2026-03-13,T05,S00382,W005,Gwarin,61,58
2026-03-13,T05,S02317,W037,Katsuma,42,42
2026-03-13,T05,S02362,W037,Katsuma,16,14
2026-03-13,T05,S02358,W037,Katsuma,25,20
2026-03-13,T05,S00390,W005,Gwarin,30,18
2026-03-13,T05,S00406,W005,Gwarin,34,31
2026-03-13,T05,S00387,W005,Gwarin,57,45
2026-03-13,T05,S00380,W005,Gwarin,79,64
2026-03-13,T05,S00378,W005,Gwarin,83,65
2026-03-13,T05,S00396,W005,Gwarin,62,51
2026-03-09,T06,S00514,W006,Idi-Oro,29,25
2026-03-09,T06,S00494,W006,Idi-Oro,143,87
2026-03-09,T06,S02394,W038,Katsuma,36,34
2026-03-09,T06,S00427,W006,Idi-Oro,126,93
2026-03-09,T06,S00500,W006,Idi-Oro,528,515
2026-03-09,T06,S02395,W038,Katsuma,113,110
2026-03-09,T06,S00430,W006,Idi-Oro,32,18
2026-03-09,T06,S00462,W006,Idi-Oro,489,336
2026-03-09,T06,S00532,W006,Idi-Oro,1380,1192
2026-03-09,T06,S02384,W038,Katsuma,96,61
2026-03-09,T06,S00463,W006,Idi-Oro,51,52
2026-03-09,T06,S00454,W006,Idi-Oro,210,145
2026-03-09,T06,S02420,W038,Katsuma,34,20
2026-03-09,T06,S00413,W006,Idi-Oro,199,184
2026-03-09,T06,S00529,W006,Idi-Oro,455,352
2026-03-09,T06,S00484,W006,Idi-Oro,55,50
2026-03-09,T06,S00412,W006,Idi-Oro,83,57
2026-03-09,T06,S00473,W006,Idi-Oro,72,71
2026-03-09,T06,S02382,W038,Katsuma,5,4
2026-03-09,T06,S00496,W006,Idi-Oro,287,301
2026-03-09,T06,S00499,W006,Idi-Oro,220,148
2026-03-09,T06,S02403,W038,Katsuma,16,11
2026-03-09,T06,S02385,W038,Katsuma,39,26
2026-03-09,T06,S00517,W006,Idi-Oro,143,93
2026-03-09,T06,S00410,W006,Idi-Oro,60,57
2026-03-09,T06,S00457,W006,Idi-Oro,18,11
2026-03-09,T06,S00453,W006,Idi-Oro,135,77
2026-03-09,T06,S00418,W006,Idi-Oro,75,50
2026-03-09,T06,S00493,W006,Idi-Oro,66,68
2026-03-10,T06,S02417,W038,Katsuma,175,158
2026-03-10,T06,S00439,W006,Idi-Oro,35,26
2026-03-10,T06,S00433,W006,Idi-Oro,244,158
2026-03-10,T06,S00528,W006,Idi-Oro,175,185
2026-03-10,T06,S02370,W038,Katsuma,79,64
2026-03-10,T06,S00521,W006,Idi-Oro,28,16
2026-03-10,T06,S00483,W006,Idi-Oro,165,150
2026-03-10,T06,S00426,W006,Idi-Oro,45,41
2026-03-10,T06,S02398,W038,Katsuma,11,11
2026-03-10,T06,S00488,W006,Idi-Oro,155,110
2026-03-10,T06,S00445,W006,Idi-Oro,113,80
2026-03-10,T06,S00501,W006,Idi-Oro,46,27
2026-03-10,T06,S00421,W006,Idi-Oro,232,173
2026-03-10,T06,S00440,W006,Idi-Oro,111,62
2026-03-10,T06,S00508,W006,Idi-Oro,185,103
2026-03-10,T06,S02419,W038,Katsuma,58,38
2026-03-10,T06,S00414,W006,Idi-Oro,23,20
2026-03-10,T06,S00417,W006,Idi-Oro,27,19
2026-03-10,T06,S00515,W006,Idi-Oro,288,205
2026-03-10,T06,S00524,W006,Idi-Oro,19,13
2026-03-10,T06,S02379,W038,Katsuma,16,13
2026-03-10,T06,S00451,W006,Idi-Oro,65,56
2026-03-10,T06,S02373,W038,Katsuma,88,82
2026-03-10,T06,S02405,W038,Katsuma,74,48
2026-03-10,T06,S00458,W006,Idi-Oro,982,974
2026-03-10,T06,S00455,W006,Idi-Oro,140,137
2026-03-10,T06,S00441,W006,Idi-Oro,117,101
2026-03-10,T06,S00469,W006,Idi-Oro,412,405
2026-03-10,T06,S00472,W006,Idi-Oro,23,15
2026-03-11,T06,S00419,W006,Idi-Oro,80,46
2026-03-11,T06,S02381,W038,Katsuma,4,3
2026-03-11,T06,S00489,W006,Idi-Oro,121,75
2026-03-11,T06,S02366,W038,Katsuma,97,67
2026-03-11,T06,S02372,W038,Katsuma,34,36
2026-03-11,T06,S00447,W006,Idi-Oro,291,286
2026-03-11,T06,S00491,W006,Idi-Oro,41,30
2026-03-11,T06,S00525,W006,Idi-Oro,180,107
2026-03-11,T06,S00481,W006,Idi-Oro,84,72
2026-03-11,T06,S00505,W006,Idi-Oro,69,47
2026-03-11,T06,S00510,W006,Idi-Oro,34,36
2026-03-11,T06,S00456,W006,Idi-Oro,490,422
2026-03-11,T06,S00434,W006,Idi-Oro,52,47
2026-03-11,T06,S02399,W038,Katsuma,34,33
2026-03-11,T06,S02400,W038,Katsuma,97,82
2026-03-11,T06,S02397,W038,Katsuma,26,22
2026-03-11,T06,S02388,W038,Katsuma,19,17
2026-03-11,T06,S02378,W038,Katsuma,160,108
2026-03-11,T06,S00415,W006,Idi-Oro,432,253
2026-03-11,T06,S02363,W038,Katsuma,52,49
2026-03-11,T06,S00438,W006,Idi-Oro,37,36
2026-03-11,T06,S00465,W006,Idi-Oro,30,27
2026-03-11,T06,S02376,W038,Katsuma,90,57
2026-03-11,T06,S02407,W038,Katsuma,26,48
2026-03-11,T06,S00428,W006,Idi-Oro,564,444
2026-03-11,T06,S00498,W006,Idi-Oro,36,25
2026-03-11,T06,S02409,W038,Katsuma,160,120
2026-03-11,T06,S00436,W006,Idi-Oro,385,271
2026-03-11,T06,S00461,W006,Idi-Oro,72,53
2026-03-12,T06,S02401,W038,Katsuma,26,27
2026-03-12,T06,S00502,W006,Idi-Oro,147,115
2026-03-12,T06,S02383,W038,Katsuma,98,95
2026-03-12,T06,S00431,W006,Idi-Oro,114,78
2026-03-12,T06,S00409,W006,Idi-Oro,143,101
2026-03-12,T06,S02422,W038,Katsuma,102,98
2026-03-12,T06,S00518,W006,Idi-Oro,92,60
2026-03-12,T06,S00485,W006,Idi-Oro,83,88
2026-03-12,T06,S02387,W038,Katsuma,19,12
2026-03-12,T06,S00429,W006,Idi-Oro,446,422
2026-03-12,T06,S00420,W006,Idi-Oro,379,225
2026-03-12,T06,S00471,W006,Idi-Oro,280,209
2026-03-12,T06,S00464,W006,Idi-Oro,61,39
2026-03-12,T06,S02418,W038,Katsuma,15,14
2026-03-12,T06,S00497,W006,Idi-Oro,162,137
2026-03-12,T06,S00476,W006,Idi-Oro,129,122
2026-03-12,T06,S00480,W006,Idi-Oro,356,309
2026-03-12,T06,S00425,W006,Idi-Oro,36,25
2026-03-12,T06,S00432,W006,Idi-Oro,3,3
2026-03-12,T06,S00478,W006,Idi-Oro,65,65
2026-03-12,T06,S00503,W006,Idi-Oro,74,62
2026-03-12,T06,S00424,W006,Idi-Oro,78,65
2026-03-12,T06,S02377,W038,Katsuma,84,59
2026-03-12,T06,S00450,W006,Idi-Oro,10,6
2026-03-12,T06,S00446,W006,Idi-Oro,157,152
2026-03-12,T06,S00435,W006,Idi-Oro,166,117
2026-03-12,T06,S00511,W006,Idi-Oro,213,203
2026-03-12,T06,S00466,W006,Idi-Oro,12,9
2026-03-12,T06,S00533,W006,Idi-Oro,290,185
2026-03-13,T06,S02365,W038,Katsuma,11,8
2026-03-13,T06,S00422,W006,Idi-Oro,508,533
2026-03-13,T06,S00527,W006,Idi-Oro,42,32
2026-03-13,T06,S02392,W038,Katsuma,35,35
2026-03-13,T06,S00482,W006,Idi-Oro,12,12
2026-03-13,T06,S00479,W006,Idi-Oro,38,34
2026-03-13,T06,S00495,W006,Idi-Oro,247,260
2026-03-13,T06,S00443,W006,Idi-Oro,39,24
2026-03-13,T06,S00444,W006,Idi-Oro,167,99
2026-03-13,T06,S00512,W006,Idi-Oro,102,97
2026-03-13,T06,S00509,W006,Idi-Oro,417,238
2026-03-13,T06,S00474,W006,Idi-Oro,21,17
2026-03-13,T06,S00530,W006,Idi-Oro,46,47
2026-03-13,T06,S00519,W006,Idi-Oro,45,33
2026-03-13,T06,S00423,W006,Idi-Oro,192,145
2026-03-13,T06,S02367,W038,Katsuma,248,167
2026-03-13,T06,S00459,W006,Idi-Oro,62,64
2026-03-13,T06,S02402,W038,Katsuma,12,7
2026-03-13,T06,S00523,W006,Idi-Oro,47,28
2026-03-13,T06,S02406,W038,Katsuma,25,26
2026-03-13,T06,S00411,W006,Idi-Oro,50,42
2026-03-13,T06,S02369,W038,Katsuma,30,25
2026-03-13,T06,S00416,W006,Idi-Oro,30,19
2026-03-13,T06,S00449,W006,Idi-Oro,168,102
2026-03-13,T06,S02375,W038,Katsuma,91,92
2026-03-13,T06,S00526,W006,Idi-Oro,121,99
2026-03-13,T06,S02415,W038,Katsuma,8,8
2026-03-09,T07,S00590,W007,Idi-Oro,121,119
2026-03-09,T07,S00599,W007,Idi-Oro,98,62
2026-03-09,T07,S00576,W007,Idi-Oro,105,92
2026-03-09,T07,S00658,W007,Idi-Oro,197,170
2026-03-09,T07,S02440,W039,Ilela,58,56
2026-03-09,T07,S02462,W039,Ilela,52,51
2026-03-09,T07,S02461,W039,Ilela,35,34
2026-03-09,T07,S00638,W007,Idi-Oro,16,17
2026-03-09,T07,S00586,W007,Idi-Oro,29,30
2026-03-09,T07,S00600,W007,Idi-Oro,142,89
2026-03-09,T07,S00566,W007,Idi-Oro,19,14
2026-03-09,T07,S00574,W007,Idi-Oro,174,164
2026-03-09,T07,S00652,W007,Idi-Oro,684,676
2026-03-09,T07,S00560,W007,Idi-Oro,93,79
2026-03-09,T07,S02431,W039,Ilela,30,24
2026-03-09,T07,S00642,W007,Idi-Oro,42,31
2026-03-09,T07,S00627,W007,Idi-Oro,159,124
2026-03-09,T07,S00605,W007,Idi-Oro,7,7
2026-03-09,T07,S02471,W039,Ilela,43,25
2026-03-09,T07,S00628,W007,Idi-Oro,16,10
2026-03-09,T07,S00610,W007,Idi-Oro,81,70
2026-03-09,T07,S02427,W039,Ilela,20,11
2026-03-09,T07,S02436,W039,Ilela,12,10
2026-03-09,T07,S00653,W007,Idi-Oro,49,38
2026-03-09,T07,S00542,W007,Idi-Oro,32,31
2026-03-09,T07,S02465,W039,Ilela,64,50
2026-03-09,T07,S02451,W039,Ilela,53,32
2026-03-09,T07,S00623,W007,Idi-Oro,169,168
2026-03-09,T07,S00579,W007,Idi-Oro,76,55
2026-03-10,T07,S00651,W007,Idi-Oro,76,71
2026-03-10,T07,S00655,W007,Idi-Oro,81,69
2026-03-10,T07,S02424,W039,Ilela,83,47
2026-03-10,T07,S00622,W007,Idi-Oro,80,61
2026-03-10,T07,S00573,W007,Idi-Oro,41,34
2026-03-10,T07,S00641,W007,Idi-Oro,151,157
2026-03-10,T07,S00632,W007,Idi-Oro,230,180
2026-03-10,T07,S00647,W007,Idi-Oro,376,303
2026-03-10,T07,S00643,W007,Idi-Oro,350,343
2026-03-10,T07,S02467,W039,Ilela,113,78
2026-03-10,T07,S00587,W007,Idi-Oro,122,123
2026-03-10,T07,S00548,W007,Idi-Oro,443,330
2026-03-10,T07,S00544,W007,Idi-Oro,105,85
2026-03-10,T07,S02443,W039,Ilela,79,72
2026-03-10,T07,S00620,W007,Idi-Oro,165,128
2026-03-10,T07,S00644,W007,Idi-Oro,88,88
2026-03-10,T07,S02469,W039,Ilela,11,9
2026-03-10,T07,S00571,W007,Idi-Oro,49,33
2026-03-10,T07,S00617,W007,Idi-Oro,34,36
2026-03-10,T07,S02447,W039,Ilela,146,144
2026-03-10,T07,S02430,W039,Ilela,5,4
2026-03-10,T07,S00601,W007,Idi-Oro,24,13
2026-03-10,T07,S02458,W039,Ilela,48,37
2026-03-10,T07,S00561,W007,Idi-Oro,889,902
2026-03-10,T07,S02426,W039,Ilela,16,10
2026-03-10,T07,S00614,W007,Idi-Oro,57,51
2026-03-10,T07,S00654,W007,Idi-Oro,171,168
2026-03-10,T07,S00577,W007,Idi-Oro,155,164
2026-03-10,T07,S02448,W039,Ilela,101,81
2026-03-11,T07,S00538,W007,Idi-Oro,64,66
2026-03-11,T07,S00594,W007,Idi-Oro,83,67
2026-03-11,T07,S00546,W007,Idi-Oro,60,36
2026-03-11,T07,S02464,W039,Ilela,47,47
2026-03-11,T07,S00619,W007,Idi-Oro,47,35
2026-03-11,T07,S02456,W039,Ilela,23,19
2026-03-11,T07,S00650,W007,Idi-Oro,138,137
2026-03-11,T07,S00584,W007,Idi-Oro,127,97
2026-03-11,T07,S00589,W007,Idi-Oro,31,19
2026-03-11,T07,S00604,W007,Idi-Oro,78,56
2026-03-11,T07,S02468,W039,Ilela,19,19
2026-03-11,T07,S02454,W039,Ilela,26,19
2026-03-11,T07,S00645,W007,Idi-Oro,89,63
2026-03-11,T07,S00607,W007,Idi-Oro,30,30
2026-03-11,T07,S02449,W039,Ilela,15,14
2026-03-11,T07,S00559,W007,Idi-Oro,83,85
2026-03-11,T07,S00580,W007,Idi-Oro,215,122
2026-03-11,T07,S00615,W007,Idi-Oro,87,58
2026-03-11,T07,S00593,W007,Idi-Oro,32,20
2026-03-11,T07,S00626,W007,Idi-Oro,56,35
2026-03-11,T07,S00564,W007,Idi-Oro,360,221
2026-03-11,T07,S02433,W039,Ilela,35,23
2026-03-11,T07,S00596,W007,Idi-Oro,295,241
2026-03-11,T07,S00547,W007,Idi-Oro,96,53
2026-03-11,T07,S00602,W007,Idi-Oro,45,34
2026-03-11,T07,S00612,W007,Idi-Oro,101,63
2026-03-11,T07,S00649,W007,Idi-Oro,61,37
2026-03-11,T07,S00536,W007,Idi-Oro,186,161
2026-03-11,T07,S00656,W007,Idi-Oro,151,128
2026-03-12,T07,S00597,W007,Idi-Oro,94,96
2026-03-12,T07,S00556,W007,Idi-Oro,401,424
2026-03-12,T07,S00582,W007,Idi-Oro,515,511
2026-03-12,T07,S00611,W007,Idi-Oro,74,68
2026-03-12,T07,S02459,W039,Ilela,28,24
2026-03-12,T07,S00621,W007,Idi-Oro,137,138
2026-03-12,T07,S02470,W039,Ilela,13,10
2026-03-12,T07,S00630,W007,Idi-Oro,158,117
2026-03-12,T07,S00552,W007,Idi-Oro,44,37
2026-03-12,T07,S00618,W007,Idi-Oro,29,20
2026-03-12,T07,S02452,W039,Ilela,4,4
2026-03-12,T07,S00541,W007,Idi-Oro,153,98
2026-03-12,T07,S00543,W007,Idi-Oro,108,92
2026-03-12,T07,S02446,W039,Ilela,43,28
2026-03-12,T07,S02455,W039,Ilela,35,21
2026-03-12,T07,S00648,W007,Idi-Oro,17,12
2026-03-12,T07,S00637,W007,Idi-Oro,29,29
2026-03-12,T07,S00563,W007,Idi-Oro,128,71
2026-03-12,T07,S00635,W007,Idi-Oro,95,58
2026-03-12,T07,S00565,W007,Idi-Oro,53,43
2026-03-12,T07,S00608,W007,Idi-Oro,33,18
2026-03-12,T07,S02453,W039,Ilela,29,17
2026-03-12,T07,S02437,W039,Ilela,55,50
2026-03-12,T07,S00558,W007,Idi-Oro,155,88
2026-03-12,T07,S02438,W039,Ilela,57,43
2026-03-12,T07,S02435,W039,Ilela,37,29
2026-03-12,T07,S02466,W039,Ilela,80,50
2026-03-12,T07,S00581,W007,Idi-Oro,631,411
2026-03-12,T07,S00551,W007,Idi-Oro,355,298
2026-03-13,T07,S00659,W007,Idi-Oro,12,9
2026-03-13,T07,S00606,W007,Idi-Oro,64,58
2026-03-13,T07,S00631,W007,Idi-Oro,96,67
2026-03-13,T07,S00553,W007,Idi-Oro,1904,1055
2026-03-13,T07,S02434,W039,Ilela,46,26
2026-03-13,T07,S00591,W007,Idi-Oro,382,301
2026-03-13,T07,S00539,W007,Idi-Oro,26,23
2026-03-13,T07,S02432,W039,Ilela,117,96
2026-03-13,T07,S00568,W007,Idi-Oro,448,371
2026-03-13,T07,S00609,W007,Idi-Oro,134,116
2026-03-13,T07,S00588,W007,Idi-Oro,148,108
2026-03-13,T07,S00562,W007,Idi-Oro,66,45
2026-03-13,T07,S00629,W007,Idi-Oro,46,42
2026-03-13,T07,S02450,W039,Ilela,89,90
2026-03-13,T07,S02460,W039,Ilela,26,15
2026-03-13,T07,S00545,W007,Idi-Oro,160,152
2026-03-13,T07,S00550,W007,Idi-Oro,168,154
2026-03-13,T07,S00633,W007,Idi-Oro,39,36
2026-03-13,T07,S00535,W007,Idi-Oro,42,38
2026-03-13,T07,S02441,W039,Ilela,83,56
2026-03-13,T07,S02457,W039,Ilela,43,25
2026-03-13,T07,S02439,W039,Ilela,22,13
2026-03-13,T07,S00567,W007,Idi-Oro,136,88
2026-03-13,T07,S00569,W007,Idi-Oro,111,77
2026-03-13,T07,S02428,W039,Ilela,174,176
2026-03-13,T07,S02429,W039,Ilela,162,137
2026-03-09,T08,S00728,W008,Idi-Oro,729,664
2026-03-09,T08,S02473,W040,Ilela,6,6
2026-03-09,T08,S00668,W008,Idi-Oro,93,78
2026-03-09,T08,S00705,W008,Idi-Oro,155,150
2026-03-09,T08,S00768,W008,Idi-Oro,29,30
2026-03-09,T08,S02506,W040,Ilela,45,33
2026-03-09,T08,S02476,W040,Ilela,132,76
2026-03-09,T08,S02498,W040,Ilela,26,19
2026-03-09,T08,S02481,W040,Ilela,28,17
2026-03-09,T08,S02500,W040,Ilela,120,114
2026-03-09,T08,S00690,W008,Idi-Oro,45,41
2026-03-09,T08,S02488,W040,Ilela,82,55
2026-03-09,T08,S00779,W008,Idi-Oro,103,73
2026-03-09,T08,S00740,W008,Idi-Oro,206,151
2026-03-09,T08,S02524,W040,Ilela,15,12
2026-03-09,T08,S00755,W008,Idi-Oro,253,155
2026-03-09,T08,S00761,W008,Idi-Oro,99,92
2026-03-09,T08,S02521,W040,Ilela,47,29
2026-03-09,T08,S00677,W008,Idi-Oro,34,36
2026-03-09,T08,S00753,W008,Idi-Oro,88,78
2026-03-09,T08,S00696,W008,Idi-Oro,59,61
2026-03-09,T08,S00686,W008,Idi-Oro,37,26
2026-03-09,T08,S00683,W008,Idi-Oro,130,118
2026-03-09,T08,S00786,W008,Idi-Oro,76,75
2026-03-09,T08,S00729,W008,Idi-Oro,36,21
2026-03-09,T08,S00760,W008,Idi-Oro,131,127
2026-03-09,T08,S00675,W008,Idi-Oro,92,66
2026-03-09,T08,S00715,W008,Idi-Oro,75,76
2026-03-09,T08,S00772,W008,Idi-Oro,75,47
2026-03-09,T08,S00689,W008,Idi-Oro,158,92
2026-03-09,T08,S00721,W008,Idi-Oro,686,499
2026-03-10,T08,S02480,W040,Ilela,111,81
2026-03-10,T08,S00735,W008,Idi-Oro,76,52
2026-03-10,T08,S02495,W040,Ilela,126,96
2026-03-10,T08,S00723,W008,Idi-Oro,106,94
2026-03-10,T08,S00695,W008,Idi-Oro,18,16
2026-03-10,T08,S00674,W008,Idi-Oro,744,752
2026-03-10,T08,S02512,W040,Ilela,159,155
2026-03-10,T08,S00667,W008,Idi-Oro,58,45
2026-03-10,T08,S00716,W008,Idi-Oro,163,153
2026-03-10,T08,S00707,W008,Idi-Oro,631,514
2026-03-10,T08,S00678,W008,Idi-Oro,278,284
2026-03-10,T08,S00671,W008,Idi-Oro,483,414
2026-03-10,T08,S02523,W040,Ilela,41,43
2026-03-10,T08,S00684,W008,Idi-Oro,91,93
2026-03-10,T08,S00718,W008,Idi-Oro,47,37
2026-03-10,T08,S02491,W040,Ilela,77,71
2026-03-10,T08,S02475,W040,Ilela,51,42
2026-03-10,T08,S02522,W040,Ilela,59,62
2026-03-10,T08,S00749,W008,Idi-Oro,51,38
2026-03-10,T08,S00711,W008,Idi-Oro,81,58
2026-03-10,T08,S00687,W008,Idi-Oro,24,19
2026-03-10,T08,S00676,W008,Idi-Oro,56,38
2026-03-10,T08,S02511,W040,Ilela,49,43
2026-03-10,T08,S00714,W008,Idi-Oro,50,39
2026-03-10,T08,S02472,W040,Ilela,14,12
2026-03-10,T08,S00662,W008,Idi-Oro,166,124
2026-03-10,T08,S02497,W040,Ilela,49,32
2026-03-10,T08,S00664,W008,Idi-Oro,180,132
2026-03-10,T08,S00765,W008,Idi-Oro,38,30
2026-03-10,T08,S02499,W040,Ilela,68,61
2026-03-10,T08,S00699,W008,Idi-Oro,80,65
2026-03-11,T08,S02496,W040,Ilela,18,11
2026-03-11,T08,S02504,W040,Ilela,10,9
2026-03-11,T08,S00744,W008,Idi-Oro,192,167
2026-03-11,T08,S00661,W008,Idi-Oro,123,78
2026-03-11,T08,S02520,W040,Ilela,973,591
2026-03-11,T08,S00767,W008,Idi-Oro,79,73
2026-03-11,T08,S00666,W008,Idi-Oro,41,36
2026-03-11,T08,S00781,W008,Idi-Oro,71,71
2026-03-11,T08,S00741,W008,Idi-Oro,476,360
2026-03-11,T08,S00742,W008,Idi-Oro,149,88
2026-03-11,T08,S00710,W008,Idi-Oro,45,31
2026-03-11,T08,S00750,W008,Idi-Oro,347,341
2026-03-11,T08,S00775,W008,Idi-Oro,50,52
2026-03-11,T08,S02486,W040,Ilela,73,41
2026-03-11,T08,S02507,W040,Ilela,60,62
2026-03-11,T08,S00691,W008,Idi-Oro,31,25
2026-03-11,T08,S00726,W008,Idi-Oro,13,13
2026-03-11,T08,S02478,W040,Ilela,16,17
2026-03-11,T08,S00704,W008,Idi-Oro,820,553
2026-03-11,T08,S00737,W008,Idi-Oro,56,41
2026-03-11,T08,S02490,W040,Ilela,20,14
2026-03-11,T08,S00758,W008,Idi-Oro,95,93
2026-03-11,T08,S02494,W040,Ilela,27,28
2026-03-11,T08,S00720,W008,Idi-Oro,29,30
2026-03-11,T08,S00660,W008,Idi-Oro,118,113
2026-03-11,T08,S02492,W040,Ilela,48,43
2026-03-11,T08,S00733,W008,Idi-Oro,523,508
2026-03-11,T08,S00701,W008,Idi-Oro,236,237
2026-03-11,T08,S00685,W008,Idi-Oro,56,55
2026-03-11,T08,S00688,W008,Idi-Oro,6,6
2026-03-11,T08,S00759,W008,Idi-Oro,409,386
2026-03-12,T08,S02474,W040,Ilela,66,49
2026-03-12,T08,S00748,W008,Idi-Oro,37,29
2026-03-12,T08,S02485,W040,Ilela,14,15
2026-03-12,T08,S00724,W008,Idi-Oro,99,95
2026-03-12,T08,S02515,W040,Ilela,83,79
2026-03-12,T08,S00745,W008,Idi-Oro,33,24
2026-03-12,T08,S02483,W040,Ilela,134,99
2026-03-12,T08,S02484,W040,Ilela,30,29
2026-03-12,T08,S00706,W008,Idi-Oro,643,561
2026-03-12,T08,S00774,W008,Idi-Oro,97,68
2026-03-12,T08,S00730,W008,Idi-Oro,13,8
2026-03-12,T08,S00713,W008,Idi-Oro,20,12
2026-03-12,T08,S00694,W008,Idi-Oro,173,130
2026-03-12,T08,S00771,W008,Idi-Oro,128,73
2026-03-12,T08,S02482,W040,Ilela,72,41
2026-03-12,T08,S00717,W008,Idi-Oro,142,138
2026-03-12,T08,S00763,W008,Idi-Oro,293,259
2026-03-12,T08,S00682,W008,Idi-Oro,113,87
2026-03-12,T08,S00739,W008,Idi-Oro,63,52
2026-03-12,T08,S00703,W008,Idi-Oro,146,96
2026-03-12,T08,S00783,W008,Idi-Oro,8,5
2026-03-12,T08,S00708,W008,Idi-Oro,458,478
2026-03-12,T08,S02519,W040,Ilela,16,12
2026-03-12,T08,S02489,W040,Ilela,54,50
2026-03-12,T08,S00680,W008,Idi-Oro,124,98
2026-03-12,T08,S02518,W040,Ilela,57,36
2026-03-12,T08,S00670,W008,Idi-Oro,31,23
2026-03-12,T08,S02487,W040,Ilela,59,34
2026-03-12,T08,S00727,W008,Idi-Oro,41,37
2026-03-12,T08,S00782,W008,Idi-Oro,92,81
2026-03-12,T08,S00709,W008,Idi-Oro,25,22
2026-03-13,T08,S00780,W008,Idi-Oro,349,297
2026-03-13,T08,S02509,W040,Ilela,148,92
2026-03-13,T08,S00700,W008,Idi-Oro,23,18
2026-03-13,T08,S00672,W008,Idi-Oro,387,369
2026-03-13,T08,S00743,W008,Idi-Oro,416,419
2026-03-13,T08,S00663,W008,Idi-Oro,26,15
2026-03-13,T08,S00769,W008,Idi-Oro,93,57
2026-03-13,T08,S02502,W040,Ilela,40,26
2026-03-13,T08,S02517,W040,Ilela,30,21
2026-03-13,T08,S00698,W008,Idi-Oro,85,87
2026-03-13,T08,S00787,W008,Idi-Oro,474,360
2026-03-13,T08,S02479,W040,Ilela,50,37
2026-03-13,T08,S00719,W008,Idi-Oro,50,28
2026-03-13,T08,S00673,W008,Idi-Oro,136,113
2026-03-13,T08,S02514,W040,Ilela,26,20
2026-03-13,T08,S00770,W008,Idi-Oro,50,44
2026-03-13,T08,S02505,W040,Ilela,113,97
2026-03-13,T08,S00776,W008,Idi-Oro,73,75
2026-03-13,T08,S00693,W008,Idi-Oro,66,57
2026-03-13,T08,S02493,W040,Ilela,80,68
2026-03-13,T08,S00722,W008,Idi-Oro,160,147
2026-03-13,T08,S02477,W040,Ilela,94,73
2026-03-13,T08,S00784,W008,Idi-Oro,29,24
2026-03-13,T08,S00777,W008,Idi-Oro,3,3
2026-03-13,T08,S00725,W008,Idi-Oro,129,102
2026-03-13,T08,S00702,W008,Idi-Oro,134,102
2026-03-13,T08,S00751,W008,Idi-Oro,346,364
2026-03-13,T08,S00712,W008,Idi-Oro,463,318
2026-03-09,T09,S00809,W009,Gwarin,59,44
2026-03-09,T09,S00805,W009,Gwarin,22,12
2026-03-09,T09,S00822,W009,Gwarin,28,22
2026-03-09,T09,S00821,W009,Gwarin,180,135
2026-03-09,T09,S00825,W009,Gwarin,46,45
2026-03-09,T09,S00807,W009,Gwarin,24,25
2026-03-09,T09,S00811,W009,Gwarin,47,28
2026-03-10,T09,S00820,W009,Gwarin,83,87
2026-03-10,T09,S00812,W009,Gwarin,62,58
2026-03-10,T09,S00815,W009,Gwarin,34,35
2026-03-10,T09,S00790,W009,Gwarin,125,105
2026-03-10,T09,S00788,W009,Gwarin,125,71
2026-03-10,T09,S00806,W009,Gwarin,35,22
2026-03-10,T09,S00801,W009,Gwarin,52,54
